Name,location,stipend,company_id,skills,hiring
Digivikreta,"
Work from home ","₹ 5,000 - 9,000 ",24,"['HTML', 'CSS', 'Python', 'Software Testing', 'Manual Testing', 'HTTP', 'Black Box Testing']",Actively hiring
ByteEDGE Learning Private Limited,"
Gurgaon ","₹ 10,000 - 12,000 ",25,"['MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Microsoft SharePoint', 'Content Editing', 'AI Voiceover']",Actively hiring
GenSpark India,"
Bangalore                                                                (Hybrid)
                                        


","₹ 15,000 - 20,000 ",26,"['MongoDB', 'Node.js', 'React', 'MERN']",Actively hiring
Taskify,"
Bangalore ","₹ 25,000 ",27,"['PHP', 'MySQL', 'HTML', 'CSS', 'Python', 'Automation']",Actively hiring
Wesourceu,"
Work from home ","₹ 15,000 - 16,001 ",28,"['Social Media Marketing', 'Video Editing', 'Strategy', 'Video Making', 'LinkedIn Marketing', 'Instagram Marketing', 'Marketing']",Actively hiring
SR INTERIOR DESIGNS PRIVATE LIMITED,"
Ahmedabad ","₹ 10,000 - 15,000 ",29,"['AutoCAD', 'Google SketchUp']",Actively hiring
"Orange Falcon (Richmond, United States)","
Work from home ","₹ 12,000 - 25,000 ",30,"['Cold Calling', 'MS-Excel', 'Sales Support', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Effective Communication']",Actively hiring
School Of Politics,"
Work from home ","₹ 5,000 - 12,000 ",31,"['Kannada Proficiency (Spoken)', 'Kannada Proficiency (Written)']",Actively hiring
NayePankh Foundation,"
Work from home ","₹ 1,500 - 15,000 lump sum",32,"['Project Management', 'Digital Marketing', 'Time Management', 'Data Analytics', 'Market Analysis', 'Business Analysis', 'Product Management']",Actively hiring
She Can Foundation,"
Work from home ","₹ 1,500 - 15,000 lump sum",33,"['Market Analysis', 'Strategy', 'Client Interaction', 'MS-Excel', 'Business Analysis', 'Advanced Excel', 'Business Research']",Actively hiring
Samaadhaan,"
Work from home ","₹ 11,000 - 12,000 ",34,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Data Annotation']",Actively hiring
Sindhi Dry Fruits,"
Delhi ","₹ 15,000 - 22,000 ",35,"['MS-Excel', 'Automation', 'Marketing Strategy', 'Shopify', 'Display Ads', 'Marketing Campaigns', 'Graphic Design']",Not actively hiring
Vaidik EduServices Private Limited,"
Work from home ","₹ 18,000 - 30,000 ",36,"['Mathematics', 'Artificial intelligence', 'Subject Matter Expert (SME)']",Actively hiring
Firststore.io,"
Work from home ","₹ 5,250 - 7,000 ",37,"['Adobe Photoshop', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Making', 'Adobe After Effects', 'Motion Graphics']",Actively hiring
Zain Web Tech,"
Hyderabad                                                                (Hybrid)
                                        


","₹ 8,000 - 14,000 ",38,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing', 'Email Marketing']",Not actively hiring
TailorTalk,"
Work from home ","₹ 30,000 - 65,000 ",39,"['Digital Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Nine Tours,"
Agra, Amritsar, Chandigarh, Dharamshala, Delhi, Jodhpur, Manali, Shimla, Udaipur, Pushkar, Mussoorie, Jaisalmer, Jaipur, Rishikesh ","₹ 8,000 - 12,000 ",0,"['Time Management', 'Storytelling', 'English Proficiency (Spoken)', 'Adaptability', 'Spanish Proficiency(Spoken)', 'Effective Communication']",Actively hiring
Inclumodels,"
Hyderabad ","₹ 17,500 - 25,000 ",1,"['Leadership', 'Presentation skills', 'Public Relations', 'Lead Generation', 'Public Speaking', 'Inside Sales', 'Sales Management']",Actively hiring
Way2Print Private Limited,"
Work from home ","₹ 6,000 - 28,000 /week",2,"['Social Media Marketing', 'Digital Marketing', 'Time Management', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
CBS Ventures,"
Work from home ","₹ 4,000 - 5,000 ",3,"['Market Analysis', 'Cold Calling', 'English Proficiency (Spoken)', 'Sales', 'Effective Communication']",Actively hiring
T-Hub Foundation,"
Hyderabad ","₹ 10,000 - 12,000 ",4,"['HTML', 'CSS', 'JavaScript']",Actively hiring
DeepThought CultureTech Ventures Private Limited,"
Work from home ","₹ 2,000 ",5,['Psychology'],Actively hiring
Sampann Utpadan India Limited,"
Delhi, OKHLA ","₹ 5,000 - 15,000 ",6,"['Legal Research', 'Legal Drafting', 'Legal Writing']",Actively hiring
Vaidik EduServices Private Limited,"
Work from home ","₹ 18,000 - 30,000 ",7,"['Chemistry', 'Artificial intelligence']",Actively hiring
Woro Media LLP,"
Work from home ","₹ 2,000 - 5,000 ",8,"['Java', 'Client Interaction', 'MS-Excel', 'Client Relationship Management (CRM)', 'Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
I Cap Financial Services,"
Bangalore ","₹ 2,000 - 5,000 ",9,"['MS-Office', 'MS-Word', 'MS-Excel', 'Human Resources', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Resume screening']",Not actively hiring
Marshall Ridge Consulting Limited,"
Work from home ","₹ 10,000 ",10,"['MS-Office', 'MS-Word', 'MS-Excel', 'Human Resources', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Effective Communication']",Actively hiring
Marshall Ridge Consulting Limited,"
Work from home ","₹ 10,000 ",11,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'Client Relationship Management (CRM)', 'Lead Generation', 'LinkedIn Marketing']",Actively hiring
Marshall Ridge Consulting Limited,"
Work from home ","₹ 10,000 ",12,"['Social Media Marketing', 'Digital Marketing', 'Lead Generation', 'LinkedIn Marketing', 'English Proficiency (Written)', 'Effective Communication', 'Digital Marketing Tools']",Actively hiring
Perfora,"
Gurgaon ","₹ 10,000 - 20,000 ",13,"['Social Media Marketing', 'Marketing Strategy', 'Marketing Campaigns', 'Influencer Marketing']",Not actively hiring
Aakash Lalani,"
Work from home ","₹ 4,000 - 10,000 ",14,"['MS-Word', 'MS-PowerPoint', 'Physics']",Not actively hiring
Sarthak Singla,"
Work from home ","₹ 8,000 - 12,000 ",15,"['Client Interaction', 'Client Relationship Management (CRM)', 'Web development', 'Web Design', 'Client Relationship', 'Marketing', 'Customer Support']",Actively hiring
Thinkedges Private Limited,"
Work from home ","₹ 3,000 - 15,000 ",16,"['Leadership', 'Email Marketing', 'English Proficiency (Spoken)', 'Marketing Campaigns', 'Effective Communication']",Actively hiring
Vibebrand Transmedia Private Limited,"
Work from home ","₹ 8,000 - 10,000 ",17,"['Google Analytics', 'Search Engine Marketing (SEM)', 'Google AdWords']",Actively hiring
Pereyan LLP,"
Anekal, Bangalore ","₹ 15,000 - 20,000 ",18,"['AutoCAD', 'Adobe Photoshop', 'Adobe Illustrator', 'SolidWorks', 'Autodesk Inventor', 'Autodesk 3ds Max', 'Effective Communication']",Actively hiring
Bharat Industrial Corporation,"
Bangalore ","₹ 13,000 - 25,000 ",19,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Shopify', 'Email Management']",Actively hiring
Pereyan LLP,"
Anekal, Bangalore ","₹ 10,000 - 15,000 ",20,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Time Management', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing']",Actively hiring
Pereyan LLP,"
Anekal, Bangalore ","₹ 15,000 - 20,000 ",21,"['Social Media Marketing', 'Content Writing', 'Branding', 'Data Analytics', 'Creative Thinking', 'Search Engine Optimization (SEO)', 'Content Management']",Actively hiring
Stirring Minds,"
Faridabad, Delhi, Ghaziabad, Noida ","₹ 10,000 - 18,000 ",22,"['Negotiation', 'MS-Word', 'MS-Excel', 'Computer skills', 'English Proficiency (Spoken)', 'Interpersonal skills', 'Effective Communication']",Actively hiring
Pereyan LLP,"
Anekal, Bangalore ","₹ 12,000 - 15,000 ",23,"['Social Media Marketing', 'Blogging', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
THW - The Healthy World,"
Pune ","₹ 10,000 ",24,"['Accounting', 'Tally', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Photom Technologies Private Limited,"
Ahmedabad ","₹ 9,000 - 12,500 ",25,"['Python', 'Embedded Systems', 'Arduino', 'Circuit Design', 'C Programming', 'PCB Design', 'Internet of Things (IoT)']",Actively hiring
BNM Business Solutions LLP,"
Navi Mumbai ","₹ 30,000 - 35,000 ",26,"['Negotiation', 'Client Interaction', 'Client Relationship', 'English Proficiency (Spoken)', 'Sales', 'Effective Communication']",Actively hiring
Callsmaster Services LLP,"
Delhi ","₹ 12,000 - 20,000 ",27,"['HTML', 'JavaScript', 'Node.js', 'React']",Actively hiring
BNM Business Solutions LLP,"
Navi Mumbai ","₹ 30,000 - 45,000 ",28,"['Negotiation', 'Client Interaction', 'Client Relationship', 'English Proficiency (Spoken)', 'Effective Communication']",Actively hiring
Webbybutter Technologies,"
Vadodara ","₹ 5,000 ",29,"['Python', 'Machine Learning', 'TensorFlow', 'Artificial intelligence', 'PyTorch', 'NumPy', 'Matplotlib']",Not actively hiring
Airtribe,"
Bangalore ","₹ 10,000 - 20,000 ",30,"['Finance', 'MS-Excel', 'Network Management', 'Effective Communication', 'Data Preparation']",Actively hiring
Airtribe,"
Bangalore ","₹ 20,000 - 25,000 ",31,"['Recruitment', 'Teamwork', 'Human Resources', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Collaboration']",Actively hiring
LabhForce Solutions Pvt Ltd,"
Work from home ","₹ 1,000 ",32,"['Social Media Marketing', 'Facebook Ads', 'Instagram Ads', 'LinkedIn Ads']",Not actively hiring
Innovartan Learning Solution,"
Noida ","₹ 18,000 - 22,000 ",33,"['MS-PowerPoint', 'Presentation skills', 'Operations', 'Multitasking', 'MS-Excel', 'Interpersonal skills', 'Effective Communication']",Actively hiring
Protyze,"
Bangalore ","₹ 10,000 - 15,000 ",34,"['MS-Office', 'MS-Word', 'MS-PowerPoint', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Brightrays,"
Noida ","₹ 15,000 ",35,"['Google Analytics', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Google AdWords', 'Search Engine Optimization (SEO)']",Actively hiring
Osumare,"
Work from home ","₹ 10,000 - 20,000 ",36,"['Social Media Marketing', 'Client Interaction', 'Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Customer Acquisition', 'Sales Strategy']",Actively hiring
Mindenious Edutech,"
Work from home ","₹ 3,000 - 20,000 ",37,"['HTML', 'CSS', 'Python', 'Machine Learning']",Actively hiring
DutyPar (AI Technologies Private Limited),"
Work from home ","₹ 2,000 - 5,000 ",38,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Doodley Pets Private Limited,"
Bangalore ","₹ 10,000 - 15,000 ",39,"['Recruitment', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Effective Communication']",Not actively hiring
IN2LAW ACADEMY,"
Work from home ","₹ 4,000 - 10,000 ",0,"['MS-Office', 'Content Writing', 'MS-Word', 'Content Management', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Content Editing']",Actively hiring
Rupeezy,"
Bangalore ","₹ 15,000 - 20,000 ",1,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)']",Not actively hiring
3mguru,"
Work from home ","₹ 3,000 - 5,000 ",2,"['English Proficiency (Spoken)', 'Psychology']",Actively hiring
ArchScale Guild,"
Work from home ","₹ 7,000 - 11,000 ",3,"['Content Writing', 'Graphic Design', 'Motion Graphics']",Actively hiring
Integral Solution,"
Work from home ","₹ 10,000 - 12,000 ",4,['Canva'],Actively hiring
Export Genius,"
Delhi, Rohini ","₹ 10,000 - 12,000 ",5,"['Digital Marketing', 'Email Marketing', 'Sales Management', 'Sales Support', 'Sales', 'Marketing', 'Effective Communication']",Actively hiring
Ritumbhara Resort,"
Work from home ","₹ 7,000 - 10,000 ",6,"['Neural Networks', 'Artificial intelligence', 'Artificial Intelligence Markup Language (AIML)', 'Generative AI Tools']",Actively hiring
Sociomark,"
Navi Mumbai ","₹ 7,000 - 12,000 ",7,"['Social Media Marketing', 'Creative Writing', 'English Proficiency (Spoken)', 'Instagram Marketing']",Actively hiring
Webkaro,"
Work from home ","₹ 6,000 - 26,000 ",8,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Innoknowvex,"
Work from home ","₹ 9,000 - 20,000 ",9,"['Market Analysis', 'Marketing Campaigns']",Actively hiring
Kala Associates,"
Work from home ","₹ 10,000 - 15,000 ",10,"['Creativity', 'Creative Thinking', 'Interpersonal skills', 'Effective Communication', 'Conflict Management']",Actively hiring
Budding Mariners,"
Work from home ","₹ 1,500 - 2,000 ",11,"['Team Management', 'Time Management', 'MS-Excel', 'Client Relationship Management (CRM)', 'Teamwork', 'Client Relationship', 'English Proficiency (Spoken)']",Actively hiring
Stirring Minds,"
Faridabad, Delhi, Ghaziabad, Noida ","₹ 10,000 - 18,000 ",12,"['MS-Office', 'Negotiation', 'MS-Word', 'MS-Excel', 'Computer skills', 'English Proficiency (Spoken)', 'Interpersonal skills']",Actively hiring
Prime Plus,"
Work from home ","₹ 9,000 - 13,000 ",13,"['Digital Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales Strategy']",Actively hiring
Auriv Learning,"
Work from home ","₹ 15,000 - 18,000 ",14,"['Social Media Marketing', 'Digital Marketing']",Actively hiring
Invest Mindset,"
Mumbai, Mira Bhayandar, Vasai-Virar                                                                (Hybrid)
                                        


","₹ 2,500 - 17,000 ",15,"['Accounting', 'Market Analysis', 'Financial Modeling', 'Financial Analysis', 'Equity Research', 'Stock Trading', 'Research and Analytics']",Actively hiring
HEXA SOLUTIONS,"
Work from home ","₹ 21,500 - 25,000 ",16,"['MS-Office', 'Human Resources (HR)', 'Recruitment', 'Interviewing', 'Human Resources', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
"Pearl Lemon (London, United Kingdom)","
Work from home ",$ 100 - 200 ,17,"['Teamwork', 'Sales', 'Effective Communication']",Actively hiring
DestinPQ,"
Work from home ","₹ 7,000 - 20,000 ",18,"['Content Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Marketing', 'Effective Communication']",Not actively hiring
Anpri Digital Solutions,"
Hyderabad ","₹ 10,000 - 12,000 ",19,"['Social Media Marketing', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'Email Marketing', 'English Proficiency (Written)', 'Instagram Marketing']",Not actively hiring
Maison D' Auraine,"
Hyderabad, Bangalore ","₹ 25,000 - 30,000 ",20,"['Sales', 'Marketing']",Not actively hiring
Group Futurista,"
Work from home ","₹ 6,000 - 8,000 ",21,"['Email Marketing', 'Lead Generation']",Actively hiring
FileSure India Private Limited,"
Work from home ","₹ 5,000 ",22,"['Typing', 'MS-Excel', 'Data entry']",Actively hiring
Ekarth Ventures,"
Work from home ","₹ 10,000 ",23,"['Content Writing', 'Attention to Detail', 'Proofreading', 'Report Writing', 'English Proficiency (Written)', 'Content Editing']",Actively hiring
CollegeDekho.com,"
Gurgaon ","₹ 10,000 - 15,000 ",24,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Interpersonal skills']",Actively hiring
Taak Softech Private Limited,"
Work from home ","₹ 5,300 - 8,500 ",25,"['Social Media Marketing', 'Content Writing', 'Time Management', 'Video Making', 'Canva', 'Effective Communication']",Not actively hiring
CSTech Infosolutions Private Limited,"
Bangalore ","₹ 10,000 - 15,000 ",26,"['MongoDB', 'Node.js', 'Express.js', 'React', 'Tailwind CSS', 'Next.js']",Actively hiring
TinyBots,"
Pune, Pimpri-Chinchwad, Ahmednagar, Mumbai, Nashik ","₹ 9,000 - 10,000 ",27,"['Robotics', 'Raspberry Pi', 'Embedded Systems', 'Arduino', 'Internet of Things (IoT)', 'ESP32']",Actively hiring
Nathaniel School Of Music,"
Bangalore ","₹ 8,500 - 14,000 ",28,"['Social Media Marketing', 'Data Analytics', 'Copywriting', 'Facebook Ads']",Actively hiring
Genz Gourmet Private Limited,"
Pune                                                                (Hybrid)
                                        


","₹ 5,000 - 8,000 ",29,"['Accounting', 'Tally', 'MS-Excel']",Not actively hiring
Woro Media LLP,"
Work from home ","₹ 2,000 - 50,000 ",30,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing', 'Research and Analytics']",Not actively hiring
SkillLevel,"
Work from home ","₹ 5,000 ",31,"['Networking', 'Interpersonal skills', 'Marketing Strategies', 'Effective Communication']",Actively hiring
Sidkit Technologies Private Limited,"
Work from home ","₹ 1,000 - 1,001 ",32,"['Email Marketing', 'MS-Excel', 'Lead Generation', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Conscious Humanity Network Foundation,"
Work from home ","₹ 2,000 - 24,000 ",33,"['Email Marketing', 'Google Docs', 'Sales Management', 'Sales Support', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales']",Actively hiring
Deepti  Gupta,"
Work from home ","₹ 5,500 - 7,500 ",34,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing', 'LinkedIn Marketing']",Not actively hiring
Bosscoder Academy,"
Noida ","₹ 15,000 - 18,000 ",35,"['HTML', 'CSS', 'JavaScript', 'MongoDB', 'GitHub', 'React', 'TypeScript']",Actively hiring
Skill Vedanth,"
Work from home ","₹ 1,000 - 15,000 ",36,"['Social Media Marketing', 'MS-Office', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Be Rolling Media,"
Delhi                                                                (Hybrid)
                                        


","₹ 6,000 - 8,000 ",37,"['Time Management', 'Generative AI Development', 'Generative AI Tools', 'AI Video Generation', 'AI Image Generation', 'AI Voiceover']",Actively hiring
Not That High,"
Work from home ","₹ 8,000 - 15,000 ",38,"['Creative Thinking', 'Design Thinking', 'Effective Communication']",Actively hiring
Zorvyn,"
Work from home ","₹ 45,000 ",39,"['Scrum', 'Product Management', 'Agile Methodology']",Actively hiring
EduVeda Academy,"
Work from home ","₹ 18,000 - 23,000 ",0,['Effective Communication'],Actively hiring
Knowmyslots,"
Work from home ","₹ 13,000 - 15,000 ",1,"['Networking', 'Business Research', 'Business Development', 'Marketing Campaigns']",Actively hiring
The Lean Guy Show,"
Work from home ","₹ 5,000 - 6,000 ",2,"['Social Media Marketing', 'Content Writing', 'Negotiation', 'Time Management', 'Networking', 'Market Analysis', 'Email Marketing']",Actively hiring
T-Hub Foundation,"
Hyderabad ","₹ 10,000 - 12,000 ",3,"['Presentation skills', 'MS-Excel', 'Financial Analysis', 'Business Research', 'Market research']",Actively hiring
Vikalp India Private Limited,"
Work from home ","₹ 6,000 - 9,000 ",4,"['Online Teaching', 'British English']",Actively hiring
Vestiverse Private Limited,"
Work from home ","₹ 2,600 - 5,000 ",5,"['Adobe Illustrator', 'Fashion Designing', 'Photography', 'Image Editing', 'Merchandising', 'Fashion illustration', 'Embroidery making']",Not actively hiring
"Pearl Lemon (London, United Kingdom)","
Work from home ",$ 100 - 200 ,6,"['Copywriting', 'Lead Generation', 'Research and Analytics', 'Sales']",Actively hiring
Leegality (Grey Swift Private Limited),"
Work from home ","₹ 10,000 - 15,000 ",7,"['Python', 'Linux', 'CI/CD', 'AWS CloudFormation']",Actively hiring
ElevateGrow,"
Work from home ","₹ 5,000 ",8,"['Email Marketing', 'Computer skills', 'English Proficiency (Written)']",Not actively hiring
Meetgoals Wellbeing Private Limited,"
Work from home ","₹ 4,000 - 5,000 ",9,"['Social Media Marketing', 'Content Writing', 'Graphic Design']",Not actively hiring
Emoolar Technology Private Limited,"
Work from home ","₹ 7,000 - 9,500 ",10,"['Machine Learning', 'Data Science', 'Artificial intelligence']",Actively hiring
The MetroMax Group,"
Work from home ","₹ 10,000 - 15,000 ",11,['Technical Support'],Not actively hiring
The Card Company,"
Work from home ","₹ 8,000 - 10,000 ",12,"['Social Media Marketing', 'Content Writing', 'Video Making', 'Canva']",Not actively hiring
BiteSpeed,"
Bangalore ","₹ 25,000 - 30,000 ",13,"['Cold Calling', 'B2B Sales']",Not actively hiring
Coding Junior,"
Work from home ","₹ 10,000 - 15,000 ",14,"['Node.js', 'Flutter', 'REST API', 'Dart', 'iOS', 'Android', 'Firebase']",Actively hiring
Vicharak Computers LLP,"
Surat ","₹ 16,000 - 20,000 ",15,"['C#', 'Python', 'C Programming', 'C++ Programming']",Actively hiring
"Japan Sky Gems (Tokyo, Japan)","
Work from home ","₹ 5,000 ",16,['WordPress'],Actively hiring
Fictional Book Club,"
Work from home ","₹ 5,000 - 10,000 ",17,"['HTML', 'CSS', 'JavaScript', 'jQuery', 'AngularJS', 'Node.js', 'React']",Actively hiring
FloBiz,"
Noida ","₹ 18,000 - 20,000 ",18,"['SQL', 'Data Analytics', 'MS-Excel', 'Google Sheets']",Actively hiring
Puraskaar Foundation,"
Work from home ",Unpaid,19,['Creative Writing'],Not actively hiring
Giift,"
Bangalore ","₹ 12,000 - 16,000 ",20,"['Recruitment', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Aishwarya Tripathi,"
Work from home ","₹ 3,000 - 5,000 ",21,"['Copywriting', 'Canva', 'Instagram Marketing', 'Notion', 'Capcut']",Not actively hiring
Techno Touch Business Solutions,"
Karnataka ","₹ 7,500 - 10,000 ",22,"['Software Testing', 'Field Work']",Not actively hiring
Ravi Raj Enterprises,"
Work from home ","₹ 16,000 - 25,001 ",23,"['Leadership', 'MS-Excel', 'Client Relationship', 'Hindi Proficiency (Spoken)', 'Effective Communication', 'Customer Acquisition']",Not actively hiring
Pereyan LLP,"
Work from home ","₹ 10,000 - 15,000 ",24,"['Social Media Marketing', 'Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'UI & UX Design']",Actively hiring
Radian Marketing,"
Work from home ","₹ 4,000 - 9,000 ",25,"['MS-PowerPoint', 'Client Interaction', 'English Proficiency (Spoken)', 'Research and Analytics', 'Sales', 'Effective Communication', 'ChatGPT']",Not actively hiring
Cehpoint,"
Work from home ","₹ 10,000 ",26,"['Digital Marketing', 'Client Interaction', 'Lead Generation', 'Marketing Strategy', 'Digital Advertising', 'Market research', 'Sales']",Not actively hiring
Grahnumb,"
Bangalore                                                                (Hybrid)
                                        


","₹ 25,000 - 1,20,000 ",27,"['Sales Management', 'Sales']",Actively hiring
Marpu Foundation,"
Hyderabad ",Unpaid,28,"['Team Management', 'Computer skills', 'Coordination', 'Teamwork', 'Effective Communication', 'Community Management', 'Organizational Development']",Actively hiring
Marpu Foundation,"
Work from home ","₹ 2,000 - 25,000 ",29,"['Leadership', 'Event Management', 'Time Management', 'Critical thinking', 'Problem Solving', 'Public Speaking', 'English Proficiency (Spoken)']",Actively hiring
Vicharak Computers LLP,"
Surat ","₹ 16,000 - 20,000 ",30,"['Linux', 'Git', 'C Programming', 'GitHub', 'C++ Programming', 'Bash']",Actively hiring
Maxgen Technologies Private Limited,"
Rajkot ","₹ 5,000 - 12,000 ",31,"['Node.js', 'Web development', 'React', 'MERN']",Actively hiring
Maxgen Technologies Private Limited,"
Ahmedabad, Rajkot ","₹ 5,000 - 12,000 ",32,"['Python', 'Machine Learning', 'Data Science', 'Deep Learning']",Actively hiring
Maxgen Technologies Private Limited,"
Rajkot ","₹ 5,000 - 12,000 ",33,"['PHP', 'Python', 'MongoDB', 'AngularJS', 'Node.js', 'React']",Actively hiring
CarDekho,"
Gurgaon                                                                (Hybrid)
                                        


","₹ 4,000 - 6,000 ",34,"['Content Writing', 'English Proficiency (Written)', 'Canva']",Not actively hiring
Nix Tour India Private Limited,"
Noida ","₹ 5,000 - 15,000 ",35,"['C#', '.NET', 'ASP.NET', 'C#.NET', 'SQL', 'MS SQL Server']",Not actively hiring
Alifya Kasimuddin,"
Work from home ","₹ 1,500 ",36,['Video Editing'],Not actively hiring
Skilled Falcon LLP,"
Thane ","₹ 10,000 - 17,000 ",37,"['MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'HR Operations']",Not actively hiring
Shree Laxmi,"
Work from home ","₹ 4,000 - 5,000 ",38,"['Social Media Marketing', 'Digital Marketing', 'Instagram Marketing']",Not actively hiring
Kreatrs Media,"
Work from home ","₹ 4,000 - 7,000 ",39,"['Adobe Photoshop', 'Canva']",Not actively hiring
Ezee Task,"
Gurgaon ","₹ 15,000 - 25,000 ",0,['Microsoft 365'],Not actively hiring
EntrepreneursWorld,"
Work from home ","₹ 2,000 - 5,000 ",1,"['Social Media Marketing', 'Google Analytics', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing']",Not actively hiring
Pawzz,"
Work from home ","₹ 1,500 - 15,000 ",2,"['Social Media Marketing', 'Digital Marketing', 'Time Management', 'Market Analysis', 'MS-Excel', 'Business Analysis', 'Advanced Excel']",Actively hiring
ZINIKUS.AI PVT LTD,"
Work from home ","₹ 3,000 - 4,000 ",3,['English Proficiency (Spoken)'],Not actively hiring
Rural Development Society,"
Work from home ","₹ 1,000 - 3,800 ",4,"['Email Marketing', 'MS-Excel', 'English Proficiency (Written)']",Actively hiring
Conscious Humanity Network Foundation,"
Work from home ","₹ 2,000 - 24,000 ",5,"['Leadership', 'Team Management', 'Google Docs', 'Teamwork', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Collaboration']",Actively hiring
Conscious Humanity Network Foundation,"
Work from home ","₹ 2,000 - 24,000 ",6,"['Leadership', 'Google Docs', 'Teamwork', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Administrative Support', 'Collaboration']",Actively hiring
Conscious Humanity Network Foundation,"
Work from home ","₹ 2,000 - 19,000 ",7,"['Leadership', 'Team Management', 'Creativity', 'Coordination', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Collaboration']",Actively hiring
Webeeder Technologies Private Limited,"
Indore ","₹ 3,000 - 5,000 ",8,"['JavaScript', 'React Native']",Not actively hiring
Conscious Humanity Network Foundation,"
Work from home ","₹ 5,000 - 24,000 ",9,"['Social Media Marketing', 'Content Writing', 'Blogging', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'Teamwork']",Actively hiring
Conscious Humanity Network Foundation,"
Work from home ",Unpaid,10,"['Problem Solving', 'Coordination', 'Teamwork', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Conflict Management']",Actively hiring
Bridge2job,"
Work from home ","₹ 10,000 ",11,"['Creativity', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Time Management', 'Video Making', 'English Proficiency (Spoken)']",Actively hiring
Fotoplane Social,"
Work from home ","₹ 3,000 - 6,000 ",12,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'English Proficiency (Spoken)']",Not actively hiring
Unnati Enterprises,"
Secunderabad, Hyderabad                                                                (Hybrid)
                                        


","₹ 40,000 ",13,"['Java', 'PHP', 'MySQL', 'HTML', 'Python']",Actively hiring
