Name,location,stipend,company_id,skills,hiring
CBS Ventures,"
Kochi ","₹ 2,000 - 3,000 ",14,"['MS-Office', 'Data Analytics', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Research and Analytics']",Actively hiring
Atlabs,"
Work from home ","₹ 15,000 - 20,000 ",15,"['English Proficiency (Written)', 'Effective Communication']",Not actively hiring
Teams4 U Solutions Private Limited,"
Work from home ","₹ 5,000 - 6,500 ",16,"['Business Research', 'English Proficiency (Spoken)', 'Market research', 'Sales Strategy']",Actively hiring
Unacademy,"
Bangalore ","₹ 15,000 - 20,000 ",17,"['Video Editing', 'Hindi Proficiency (Spoken)']",Actively hiring
Plan D Media,"
Work from home ","₹ 9,000 - 15,000 ",18,"['Project Management', 'Digital Advertising', 'Artificial intelligence', 'Notion', 'Asana', 'Generative AI Tools', 'Vibe Coding']",Actively hiring
Doggiefoo,"
Work from home ","₹ 4,500 - 7,000 ",19,"['Video Editing', 'Video Making', 'Canva']",Not actively hiring
SAS Group,"
Work from home ","₹ 12,000 - 15,000 ",20,"['Adobe Photoshop', 'Adobe Illustrator', 'Autodesk Maya', 'Blender 3D', 'Unity Engine']",Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,21,"['Time Management', 'Creative Thinking', 'Creative Writing', 'English Proficiency (Written)', 'Research and Analytics']",Actively hiring
Marpu Foundation,"
Hyderabad ",Unpaid,22,"['Team Management', 'Computer skills', 'Coordination', 'Teamwork', 'Effective Communication', 'Organizational Development']",Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,23,"['Social Media Marketing', 'Content Writing', 'Time Management', 'Creative Thinking', 'Creative Writing', 'English Proficiency (Written)']",Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,24,['Content Writing'],Actively hiring
Sankar Group,"
Work from home ","₹ 3,000 ",25,"['MS-Word', 'Presentation skills', 'Attention to Detail', 'Critical thinking', 'Analytical Thinking', 'MS-Excel', 'Google Docs']",Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,26,"['Content Writing', 'Creative Writing', 'English Proficiency (Written)']",Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,27,['Creative Writing'],Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,28,"['Social Media Marketing', 'Creative Writing', 'Copywriting', 'English Proficiency (Written)']",Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,29,"['Content Writing', 'Creative Writing', 'English Proficiency (Written)']",Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,30,"['Social Media Marketing', 'Digital Marketing', 'Facebook Marketing', 'LinkedIn Marketing', 'Instagram Marketing']",Actively hiring
Marpu Foundation,"
Work from home ",Unpaid,31,"['Event Management', 'Team Management', 'Coordination', 'Effective Communication']",Actively hiring
Marpu Foundation,"
Work from home ","₹ 2,500 - 6,000 ",32,"['Leadership', 'Event Management', 'Team Management', 'Presentation skills', 'Coordination', 'Effective Communication', 'Management']",Actively hiring
Unnati Enterprises,"
Secunderabad, Hyderabad                                                                (Hybrid)
                                        


","₹ 70,000 ",33,"['Python', 'SQL', 'Data Analytics', 'MS-Excel', 'Data Science', 'Power BI', 'Tableau']",Actively hiring
Videoflakes,"
Work from home ","₹ 6,000 - 8,000 ",34,"['Facebook Marketing', 'LinkedIn Marketing', 'Instagram Marketing']",Not actively hiring
Marpu Foundation,"
Work from home ","₹ 2,000 - 25,000 ",35,"['Leadership', 'Event Management', 'Public Relations', 'Coordination', 'Public Speaking', 'Teamwork', 'English Proficiency (Spoken)']",Actively hiring
Marpu Foundation,"
Work from home ","₹ 2,000 - 25,000 ",36,"['Leadership', 'Event Management', 'Time Management', 'Critical thinking', 'Problem Solving', 'Public Speaking', 'English Proficiency (Spoken)']",Actively hiring
Optimum Wellness Academy,"
Work from home ","₹ 15,000 - 30,000 ",37,"['Voiceover', 'Acting', 'English Proficiency (Spoken)', 'Audio Making', 'Acting Audition', 'Acting technique', 'Voice-over artist']",Actively hiring
Ziegler Aerospace,"
Hyderabad ","₹ 5,000 ",38,"['JavaScript', 'HTML 5', 'CSS3', 'MongoDB', 'Node.js', 'Express.js', 'React']",Actively hiring
Fateh Education,"
Delhi                                                                (Hybrid)
                                        


","₹ 4,000 - 6,000 ",39,"['Event Management', 'Networking', 'Lead Generation', 'Public Speaking', 'Marketing Campaigns']",Actively hiring
Digi Parikshak,"
Work from home ","₹ 3,000 - 3,500 ",0,"['Social Media Marketing', 'Content Marketing', 'Design Thinking', 'Canva', 'Effective Communication']",Not actively hiring
ArchScale Guild,"
Work from home ","₹ 7,000 - 12,000 ",1,"['Digital Marketing', 'Copywriting', 'Content Marketing']",Actively hiring
Ayurveda House Private Limited,"
Delhi ","₹ 8,000 - 11,000 ",2,"['MS-Office', 'Google Analytics', 'Digital Marketing', 'Google AdWords', 'English Proficiency (Spoken)', 'Instagram Marketing', 'Facebook Ads']",Actively hiring
Bright Edge Edusystems Private Limited,"
Work from home ","₹ 3,500 - 4,000 ",3,"['Social Media Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Instagram Marketing']",Not actively hiring
Broxer Technologies Private Limited,"
Work from home ","₹ 8,000 - 10,000 ",4,"['Content Writing', 'Blogging', 'WordPress', 'Search Engine Optimization (SEO)', 'Technical Writing', 'English Proficiency (Written)']",Not actively hiring
PragnyaIQ,"
Work from home ","₹ 6,000 - 12,500 ",5,"['MS-Office', 'MS-Excel', 'Interpersonal skills', 'Effective Communication']",Not actively hiring
Novotron,"
Work from home ","₹ 8,000 - 12,000 ",6,"['Digital Marketing', 'Search Engine Optimization (SEO)', 'Sales Management', 'Sales Strategy']",Not actively hiring
Alphabt,"
Work from home ","₹ 15,000 - 15,001 ",7,"['React', 'Angular 2.0', 'Webflow']",Actively hiring
Safalta Setu,"
Work from home ",Unpaid,8,"['Market Analysis', 'Product Management']",Actively hiring
Janitri Innovations Private Limited,"
Bangalore ","₹ 15,000 - 20,000 ",9,"['Java', 'Kotlin', 'Retrofit', 'Jetpack Compose']",Actively hiring
Jarvis Technology & Strategy Consulting,"
Delhi ","₹ 20,000 ",10,"['Presentation skills', 'Effective Communication', 'Document Management', 'Report Generation', 'Generative AI Tools', 'AI Image Generation']",Actively hiring
LEGACY Research Solutions,"
Work from home ","₹ 4,000 - 9,000 ",11,"['Social Media Marketing', 'Adobe Photoshop', 'Adobe Illustrator', 'Search Engine Marketing (SEM)', 'Adobe Premiere Pro', 'Digital Marketing', 'Search Engine Optimization (SEO)']",Not actively hiring
Narasimharaju Perumal,"
Work from home ","₹ 5,000 ",12,"['Client Relationship Management (CRM)', 'Sales Support', 'LinkedIn Marketing', 'Effective Communication', 'Google Sheets']",Not actively hiring
"SocialFlo (Berlin, Germany)","
Work from home ","₹ 5,000 - 7,000 ",13,"['Adobe Photoshop', 'Video Editing', 'Adobe Premiere Pro', 'LinkedIn Marketing', 'Canva', 'Figma', 'Graphic Design']",Actively hiring
Turerz Sole Proprietorship,"
Work from home ","₹ 5,000 - 5,001 ",14,['Artificial intelligence'],Actively hiring
CollegeReviewz.com,"
Kolkata                                                                (Hybrid)
                                        


","₹ 2,000 - 5,000 ",15,"['MS-Office', 'Typing', 'MS-Excel', 'Computer skills', 'Google Forms']",Actively hiring
Alphabt,"
Work from home ","₹ 12,500 - 15,000 ",16,"['Python', 'Machine Learning', 'Computer Vision']",Actively hiring
Sentient Industries Private Limited,"
Bangalore ","₹ 17,000 - 19,500 ",17,"['Python', 'Linux', 'ARM Microcontroller', 'Power Systems', 'Power Electronics', 'Arduino', 'Circuit Design']",Actively hiring
EWandzDigital Services Private Limited,"
Delhi ","₹ 5,000 - 10,000 ",18,"['MS-Office', 'MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Hunt Digital Media,"
Work from home ","₹ 2,000 ",19,"['MS-Excel', 'Google Docs', 'Hindi Proficiency (Spoken)', 'Marathi Proficiency(Written)', 'Marathi Proficiency(Spoken)']",Actively hiring
ARMStudios,"
Work from home ","₹ 12,500 - 15,000 ",20,"['Video Editing', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'Video Making', 'Canva', 'AI Voiceover']",Actively hiring
Clink,"
Hyderabad ","₹ 18,000 - 25,000 ",21,"['Social Media Marketing', 'Creativity', 'Digital Marketing', 'Creative Writing', 'Instagram Marketing']",Actively hiring
Rousewild Productions,"
Gurgaon ","₹ 5,000 - 15,000 ",22,"['Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'Adobe InDesign']",Not actively hiring
EDU SHIKSHAVERTEX PRIVATE LIMITED,"
Chennai, Coimbatore, Madurai, Tirunelveli, Thanjavur, Vellore, Kochi, Tiruchirappalli, Salem, Pondicherry, Tamilpadi, Tamilnoor, Tamilakurichi, Tamil Nadu ","₹ 8,000 - 35,000 ",23,['Effective Communication'],Actively hiring
T-Hub Foundation,"
Hyderabad ","₹ 10,000 - 12,000 ",24,"['HR Operations', 'Human Resource Information System (HRIS)', 'Onboarding', 'Attendance Management']",Actively hiring
Staffing Syncs,"
Work from home ","₹ 10,000 - 20,000 ",25,"['Entrepreneurship', 'Technical Writing', 'Artificial intelligence', 'Market research', 'Marketing Strategies', 'Effective Communication', 'Sales Strategy']",Not actively hiring
Discovery Kitchen,"
Work from home ","₹ 8,000 - 10,000 ",26,"['Social Media Marketing', 'Interpersonal skills', 'Market research', 'Marketing Campaigns', 'Written Communication']",Actively hiring
Pawzz Foundation,"
Work from home ","₹ 1,500 - 15,000 ",27,"['Project Management', 'Digital Marketing', 'Market Analysis', 'MS-Excel', 'Business Analysis', 'Advanced Excel', 'Business Research']",Actively hiring
Pawzz Foundation,"
Work from home ","₹ 1,500 - 15,000 ",28,"['MS-Office', 'Project Management', 'MS-Word', 'Time Management', 'Networking', 'MS-Excel', 'Problem Solving']",Actively hiring
Fery Rides,"
Work from home ",Performance Based,29,"['Interpersonal skills', 'Effective Communication']",Not actively hiring
ConsultBae,"
Work from home ","₹ 8,000 - 10,000 ",30,"['Project Management', 'English Proficiency (Spoken)', 'Data Annotation']",Actively hiring
UpGrad,"
Dera Bassi ","₹ 11,000 ",31,['Effective Communication'],Actively hiring
ConsultBae,"
Work from home ","₹ 8,000 - 10,000 ",32,"['Project Management', 'English Proficiency (Spoken)', 'Data Annotation']",Actively hiring
Safeera,"
Work from home ","₹ 1,000 - 2,000 ",33,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Image Editing']",Not actively hiring
"MuMix LLC (Austin, United States)","
Delhi, Noida ",Performance Based,34,"['Social Media Marketing', 'Event Management', 'Digital Marketing', 'Public Relations', 'English Proficiency (Spoken)']",Actively hiring
Pawzz,"
Work from home ","₹ 1,500 - 15,000 ",35,"['Social Media Marketing', 'Facebook Marketing', 'Creative Writing', 'MS-Excel', 'Product Management', 'Content Marketing', 'English Proficiency (Spoken)']",Actively hiring
Pawzz,"
Work from home ","₹ 1,500 - 15,000 ",36,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Time Management', 'Market Analysis', 'Facebook Marketing', 'Email Marketing']",Actively hiring
Art Gharana,"
Work from home ","₹ 10,000 ",37,"['Singing', 'Online Teaching']",Not actively hiring
TGG Foundation,"
Work from home ","₹ 4,100 ",38,"['Recruitment', 'Digital Marketing', 'Business Development', 'AI Video Generation']",Not actively hiring
Pawzz,"
Work from home ",Performance Based,39,"['Social Media Marketing', 'MS-Office', 'Digital Marketing', 'Time Management', 'Market Analysis', 'Business Analysis', 'Advanced Excel']",Actively hiring
IWTKQuiz By Sai Ganesh,"
Work from home ","₹ 24,000 - 55,000 ",0,"['Cold Calling', 'Email Marketing', 'B2B Sales', 'LinkedIn Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales']",Not actively hiring
LyfSmile,"
Delhi ","₹ 5,000 - 10,000 ",1,"['Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'Canva']",Not actively hiring
Go Study Free,"
Delhi                                                                (Hybrid)
                                        


","₹ 5,000 ",2,"['Recruitment', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'HR Operations']",Actively hiring
TimeTappers,"
Work from home ","₹ 8,000 ",3,"['Business Analysis', 'Financial Analysis', 'Research and Analytics']",Actively hiring
Pawzz,"
Work from home ","₹ 1,500 - 15,000 ",4,"['Client Interaction', 'Business Analysis', 'Business Research', 'Client Relationship', 'English Proficiency (Spoken)', 'Sales', 'Marketing Strategies']",Actively hiring
Zingbus,"
Gurgaon ","₹ 25,000 - 30,000 ",5,"['Python', 'SQL', 'Data Analytics', 'Power BI', 'Tableau']",Actively hiring
PRINCE VASHISHT,"
Work from home ","₹ 2,000 - 3,000 ",6,"['Social Media Marketing', 'Event Management', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Community Management']",Not actively hiring
Syndrome NewEdge Private Limited,"
Mumbai ","₹ 7,000 - 10,000 ",7,"['Operations', 'MS-Excel', 'English Proficiency (Written)', 'Onboarding', 'Document Review']",Not actively hiring
Senso Vision System,"
Bangalore ","₹ 5,000 - 10,000 ",8,"['Accounting', 'Tally', 'GST']",Actively hiring
Rocket-Deals Private Limited,"
Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai ","₹ 3,000 - 15,000 ",9,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Effective Communication']",Actively hiring
Alex Rohan,"
Work from home ","₹ 5,000 ",10,"['Computer skills', 'Effective Communication']",Not actively hiring
TimeTappers,"
Work from home ","₹ 10,000 ",11,"['Python', 'Django', 'Natural Language Processing (NLP)', 'Flask']",Actively hiring
Revelin7 Technology Private Limited,"
Work from home ","₹ 5,000 - 8,000 ",12,"['Social Media Marketing', 'Copywriting', 'Generative AI Tools', 'Content Editing', 'AI Video Generation', 'AI Image Generation']",Not actively hiring
Offer Record,"
Work from home ","₹ 5,000 - 10,000 ",13,['English Proficiency (Spoken)'],Not actively hiring
Main Marshals,"
Lucknow ","₹ 8,000 - 10,000 ",14,"['AutoCAD', 'Python', 'Adobe Photoshop', 'Adobe Illustrator', 'Robotics', 'Teaching', 'C Programming']",Not actively hiring
Tata Business Hub,"
Delhi, Gurgaon, Noida                                                                (Hybrid)
                                        


","₹ 12,300 ",15,"['MS-Excel', 'English Proficiency (Spoken)']",Not actively hiring
Rooter,"
Delhi ","₹ 8,000 - 15,000 ",16,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Rocket-Deals Private Limited,"
Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai ","₹ 2,000 - 15,000 ",17,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Effective Communication']",Actively hiring
Hala Design,"
Work from home ","₹ 7,500 - 15,000 ",18,"['Video Editing', 'Adobe Premiere Pro', 'Video Making']",Actively hiring
Paaro Lifestyle LLP,"
Work from home ","₹ 5,000 - 7,500 ",19,"['Social Media Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing']",Actively hiring
Wintage Garments Private Limited,"
Work from home ","₹ 8,000 - 10,000 ",20,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing']",Not actively hiring
FinVise AI Tech Pvt Ltd,"
Nagpur ","₹ 3,000 - 10,000 ",21,"['Git', 'Problem Solving', 'UI & UX Design', 'Docker', 'GitHub', 'Flutter', 'REST API']",Actively hiring
All In One Lms Platform,"
Work from home ","₹ 5,000 - 10,000 ",22,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)']",Not actively hiring
Ryme.ai,"
Work from home ","₹ 10,000 - 15,000 ",23,"['Social Media Marketing', 'Content Writing', 'Video Editing', 'Creative Thinking', 'Creative Writing', 'Acting', 'Content Marketing']",Actively hiring
CareerNest,"
Work from home ","₹ 15,000 - 20,000 ",24,"['MS-Office', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Alemeno,"
Work from home ","₹ 15,000 - 20,000 ",25,"['OpenCV', 'Python', 'Git', 'Django', 'Machine Learning', 'Node.js', 'NoSQL']",Actively hiring
Ryme.ai,"
Work from home ","₹ 10,000 - 15,000 ",26,"['Content Writing', 'Adobe Photoshop', 'Email Marketing', 'Client Relationship Management (CRM)', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Canva']",Actively hiring
Madhuvan Foundation,"
Work from home ",Unpaid,27,"['Social Media Marketing', 'Facebook Marketing', 'Email Marketing', 'Report Writing']",Not actively hiring
Stirring Minds,"
Faridabad, Delhi, Ghaziabad, Noida ","₹ 10,000 - 20,000 ",28,"['Python', 'Linux', 'Docker', 'GitHub', 'Jenkins', 'Kubernetes', 'CI/CD']",Actively hiring
ArchScale Guild,"
Work from home ","₹ 7,000 - 11,000 ",29,"['Social Media Marketing', 'Digital Marketing', 'Digital Marketing Tools']",Actively hiring
